date,triplet_id,target_symbol,hedge_symbol_1,hedge_symbol_2,alpha,beta_1,beta_2,predicted_alpha,predicted_beta_1,predicted_beta_2,kalman_gain_alpha,kalman_gain_beta_1,kalman_gain_beta_2,state_cov_trace,process_noise,measurement_noise,initial_window,method
2023-03-27,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.657173803239389,-2.1958982697822544,5.4947963623577225,-5.655850595732473,-2.1891766108210553,5.500490180847446,0.022064743065141,0.1120849731997235,0.09494553301627798,0.5000522064743065,2.5e-05,0.0001,60,kalman_random_walk
2023-03-28,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.689267777927777,-2.201225450094215,5.501784478949383,-5.657173803239389,-2.1958982697822544,5.4947963623577225,1.0193201893714356,0.16919382834710964,-0.2219459695074293,0.49864428227140545,2.5e-05,0.0001,60,kalman_random_walk
2023-03-29,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.639768900597085,-1.9788557678889493,5.251481786883298,-5.689267777927777,-2.201225450094215,5.501784478949383,0.4272430323707782,1.9193545885493304,-2.160454679697846,0.4870004066022704,2.5e-05,0.0001,60,kalman_random_walk
2023-03-30,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.670673915085082,-1.8323120123205927,5.097405747980662,-5.639768900597085,-1.9788557678889493,5.251481786883298,-0.49636637922829613,2.35364372271145,-2.4746199548180563,0.4702112595818894,2.5e-05,0.0001,60,kalman_random_walk
2023-03-31,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.66012155267646,-1.7627623561161914,4.9934237914855775,-5.670673915085082,-1.8323120123205927,5.097405747980662,-0.1220440036729029,-0.8043808740234158,1.2026097843297074,0.46747419384731265,2.5e-05,0.0001,60,kalman_random_walk
2023-04-03,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.67055410170213,-1.7307942473592994,4.948827165751421,-5.66012155267646,-1.7627623561161914,4.9934237914855775,0.24889016272386225,-0.7626657464919803,1.0639452935804647,0.46519119106619544,2.5e-05,0.0001,60,kalman_random_walk
2023-04-04,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.701662893130131,-1.5294360106153269,4.690077766336264,-5.67055410170213,-1.7307942473592994,4.948827165751421,0.24038812523809902,-1.5559630191407439,1.9994438927610123,0.4564134511756396,2.5e-05,0.0001,60,kalman_random_walk
2023-04-05,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.698054591457666,-1.52965918767194,4.690907283038534,-5.701662893130131,-1.5294360106153269,4.690077766336264,0.5536216601431979,-0.03424205174721273,0.12727273257986293,0.4560651273289984,2.5e-05,0.0001,60,kalman_random_walk
2023-04-06,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.679275685130373,-1.4791317658867353,4.636924686051137,-5.698054591457666,-1.52965918767194,4.690907283038534,0.3952584320353165,1.0635012051037867,-1.1362257349045979,0.4527303643465759,2.5e-05,0.0001,60,kalman_random_walk
2023-04-07,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.6997877621745525,-1.261143614207461,4.356593802040945,-5.679275685130373,-1.4791317658867353,4.636924686051137,0.1582377046919467,-1.6816407571732253,2.1625755180471122,0.44250096853482845,2.5e-05,0.0001,60,kalman_random_walk
2023-04-10,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.682949593283148,-1.2903910760419732,4.381145120997652,-5.6997877621745525,-1.261143614207461,4.356593802040945,-0.6000570619136427,1.0422835244162,-0.8749284090377697,0.4396396779531202,2.5e-05,0.0001,60,kalman_random_walk
2023-04-11,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.683277731173494,-1.289799960723047,4.369041009559835,-5.682949593283148,-1.2903910760419732,4.381145120997652,0.006187623750303132,-0.011146531059535237,0.22824455697544144,0.4396463458890306,2.5e-05,0.0001,60,kalman_random_walk
2023-04-12,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.6522635374389365,-1.2207139621401317,4.262035753205984,-5.683277731173494,-1.289799960723047,4.369041009559835,-0.3646914750269795,-0.8123723912526474,1.2582595281799571,0.4365528245919493,2.5e-05,0.0001,60,kalman_random_walk
2023-04-13,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.664706470352529,-1.1260953716449351,4.162592147900328,-5.6522635374389365,-1.2207139621401317,4.262035753205984,-0.27325806551130755,2.077909860936411,-2.183871551988307,0.4236934994699687,2.5e-05,0.0001,60,kalman_random_walk
2023-04-14,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.698821629190585,-0.9642688221386677,3.996772009255115,-5.664706470352529,-1.1260953716449351,4.162592147900328,-0.38457828711874187,1.8242616871545547,-1.8692811952800263,0.41402528313826203,2.5e-05,0.0001,60,kalman_random_walk
2023-04-17,NVDA_SMH_QQQ_PLACEHOLDER,NVDA,SMH,QQQ,-5.672271487397691,-0.8986102741326257,3.8897512359838613,-5.698821629190585,-0.9642688221386677,3.996772009255115,-0.2525428448244115,-0.6245389056612971,1.017973114722303,0.4121049684425061,2.5e-05,0.0001,60,kalman_random_walk
