date,triplet_id,method,model_type,feature_column,feature_value,state_0_probability,state_1_probability,state_2_probability,state_0_label,volatile_breakdown_probability,state_1_label,mean_reverting_probability,state_2_label,trending_probability,most_likely_state,most_likely_regime,viterbi_state,viterbi_regime,log_likelihood,n_states
2023-01-11,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.11975350749068181,3.0120939409715813e-15,0.9999999999999092,8.778254949092223e-14,volatile_breakdown,3.0120939409715813e-15,mean_reverting,0.9999999999999092,trending,8.778254949092223e-14,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-12,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.4130485511906059,6.63803062994093e-15,0.9976187845958278,0.0023812154041655985,volatile_breakdown,6.63803062994093e-15,mean_reverting,0.9976187845958278,trending,0.0023812154041655985,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-13,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.22162350526692812,9.620013484129843e-07,0.994990176137852,0.005008861860799677,volatile_breakdown,9.620013484129843e-07,mean_reverting,0.994990176137852,trending,0.005008861860799677,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-16,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.5586747413879999,5.264000956683196e-06,0.9955098342438231,0.004484901755220169,volatile_breakdown,5.264000956683196e-06,mean_reverting,0.9955098342438231,trending,0.004484901755220169,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-17,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.051183015659332066,4.97062915731268e-06,0.9934436469228008,0.006551382448041887,volatile_breakdown,4.97062915731268e-06,mean_reverting,0.9934436469228008,trending,0.006551382448041887,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-18,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.1337048921385527,7.010883228000191e-06,0.9895474980795329,0.010445491037239128,volatile_breakdown,7.010883228000191e-06,mean_reverting,0.9895474980795329,trending,0.010445491037239128,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-19,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.7482715330892197,6.582666863832631e-06,0.979146500504978,0.020846916828158205,volatile_breakdown,6.582666863832631e-06,mean_reverting,0.979146500504978,trending,0.020846916828158205,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-20,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.5491950008017507,1.9244185824871953e-05,0.9898971463813145,0.01008360943286054,volatile_breakdown,1.9244185824871953e-05,mean_reverting,0.9898971463813145,trending,0.01008360943286054,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-23,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.021762649392668466,1.2892572916893966e-05,0.9918310388529603,0.008156068574122778,volatile_breakdown,1.2892572916893966e-05,mean_reverting,0.9918310388529603,trending,0.008156068574122778,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-24,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.12597479463119188,1.445688516057931e-05,0.9922822583743088,0.007703284740530631,volatile_breakdown,1.445688516057931e-05,mean_reverting,0.9922822583743088,trending,0.007703284740530631,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-25,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.024880635180777964,2.0519504996820844e-05,0.9895476323184108,0.010431848176592368,volatile_breakdown,2.0519504996820844e-05,mean_reverting,0.9895476323184108,trending,0.010431848176592368,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-26,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.43656601421454355,4.211238081860608e-05,0.9828426633269514,0.017115224292230016,volatile_breakdown,4.211238081860608e-05,mean_reverting,0.9828426633269514,trending,0.017115224292230016,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-27,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.7316700081681575,0.00015986890757544743,0.9828363172191916,0.017003813873232923,volatile_breakdown,0.00015986890757544743,mean_reverting,0.9828363172191916,trending,0.017003813873232923,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-30,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.5336840164862882,0.00017642615423976257,0.9709396098461796,0.028883963999580778,volatile_breakdown,0.00017642615423976257,mean_reverting,0.9709396098461796,trending,0.028883963999580778,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-01-31,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.13030148554434867,0.0001289874247758823,0.9290360703611726,0.07083494221405143,volatile_breakdown,0.0001289874247758823,mean_reverting,0.9290360703611726,trending,0.07083494221405143,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-02-01,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.6136616023231894,0.00015455470725094948,0.8537737758039519,0.14607166948879724,volatile_breakdown,0.00015455470725094948,mean_reverting,0.8537737758039519,trending,0.14607166948879724,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-02-02,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.08974866764858944,0.00037055855169828075,0.8139931932097819,0.18563624823851968,volatile_breakdown,0.00037055855169828075,mean_reverting,0.8139931932097819,trending,0.18563624823851968,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-02-03,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.0019766016950388677,0.00048309069182888155,0.7011349644900076,0.29838194481816355,volatile_breakdown,0.00048309069182888155,mean_reverting,0.7011349644900076,trending,0.29838194481816355,1,mean_reverting,1,mean_reverting,-242.60185321667203,3
2023-02-06,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.3623811345634228,0.000559934971201692,0.44392768101704344,0.5555123840117548,volatile_breakdown,0.000559934971201692,mean_reverting,0.44392768101704344,trending,0.5555123840117548,2,trending,1,mean_reverting,-242.60185321667203,3
2023-02-07,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,1.113953836712936,0.0009094629043180554,0.13412815035620052,0.8649623867394814,volatile_breakdown,0.0009094629043180554,mean_reverting,0.13412815035620052,trending,0.8649623867394814,2,trending,2,trending,-242.60185321667203,3
2023-02-08,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.3939284073573357,0.0013517774228529662,0.10299880861779571,0.8956494139593513,volatile_breakdown,0.0013517774228529662,mean_reverting,0.10299880861779571,trending,0.8956494139593513,2,trending,2,trending,-242.60185321667203,3
2023-02-09,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.5973511329922473,0.0016412369801051825,0.060474231370028976,0.9378845316498658,volatile_breakdown,0.0016412369801051825,mean_reverting,0.060474231370028976,trending,0.9378845316498658,2,trending,2,trending,-242.60185321667203,3
2023-02-10,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.985481551419263,0.002165952084876666,0.0295114021543864,0.968322645760737,volatile_breakdown,0.002165952084876666,mean_reverting,0.0295114021543864,trending,0.968322645760737,2,trending,2,trending,-242.60185321667203,3
2023-02-13,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.8105286160416897,0.0030316659657322626,0.03236708661031771,0.96460124742395,volatile_breakdown,0.0030316659657322626,mean_reverting,0.03236708661031771,trending,0.96460124742395,2,trending,2,trending,-242.60185321667203,3
2023-02-14,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.06768385642229902,0.005108164722672323,0.05346978184439492,0.9414220534329327,volatile_breakdown,0.005108164722672323,mean_reverting,0.05346978184439492,trending,0.9414220534329327,2,trending,2,trending,-242.60185321667203,3
2023-02-15,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.7633791040849149,0.00767956858713347,0.048296476160753,0.9440239552521135,volatile_breakdown,0.00767956858713347,mean_reverting,0.048296476160753,trending,0.9440239552521135,2,trending,2,trending,-242.60185321667203,3
2023-02-16,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.28388930099950727,0.014624940429677736,0.05965129332898893,0.9257237662413333,volatile_breakdown,0.014624940429677736,mean_reverting,0.05965129332898893,trending,0.9257237662413333,2,trending,2,trending,-242.60185321667203,3
2023-02-17,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.5032006528830565,0.028849708914149768,0.05547676270452101,0.9156735283813292,volatile_breakdown,0.028849708914149768,mean_reverting,0.05547676270452101,trending,0.9156735283813292,2,trending,2,trending,-242.60185321667203,3
2023-02-20,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,1.5842354682079205,0.03464508554123541,0.001376177316262678,0.9639787371425019,volatile_breakdown,0.03464508554123541,mean_reverting,0.001376177316262678,trending,0.9639787371425019,2,trending,2,trending,-242.60185321667203,3
2023-02-21,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.7125777022512553,0.04075430196220297,0.0024364700460981397,0.9568092279916989,volatile_breakdown,0.04075430196220297,mean_reverting,0.0024364700460981397,trending,0.9568092279916989,2,trending,2,trending,-242.60185321667203,3
2023-02-22,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,1.5066494171287943,0.061124333059250247,0.0010189047561901547,0.9378567621845596,volatile_breakdown,0.061124333059250247,mean_reverting,0.0010189047561901547,trending,0.9378567621845596,2,trending,2,trending,-242.60185321667203,3
2023-02-23,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.09556099884005742,0.08691503342078306,0.025772101249058033,0.887312865330159,volatile_breakdown,0.08691503342078306,mean_reverting,0.025772101249058033,trending,0.887312865330159,2,trending,2,trending,-242.60185321667203,3
2023-02-24,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.06663866656133022,0.12188932194750694,0.025174525560044826,0.8529361524924483,volatile_breakdown,0.12188932194750694,mean_reverting,0.025174525560044826,trending,0.8529361524924483,2,trending,2,trending,-242.60185321667203,3
2023-02-27,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,1.4337431612710871,0.17226353241162082,0.0012939069440900117,0.8264425606442892,volatile_breakdown,0.17226353241162082,mean_reverting,0.0012939069440900117,trending,0.8264425606442892,2,trending,2,trending,-242.60185321667203,3
2023-02-28,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.6072918558696133,0.2476318620071592,0.002299819691503448,0.7500683183013374,volatile_breakdown,0.2476318620071592,mean_reverting,0.002299819691503448,trending,0.7500683183013374,2,trending,2,trending,-242.60185321667203,3
2023-03-01,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.38282467857550345,0.42957293909004807,0.001263635344870704,0.5691634255650811,volatile_breakdown,0.42957293909004807,mean_reverting,0.001263635344870704,trending,0.5691634255650811,2,trending,2,trending,-242.60185321667203,3
2023-03-02,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,2.372156586027127,0.8303325539248958,2.289439111474341e-07,0.16966721713119315,volatile_breakdown,0.8303325539248958,mean_reverting,2.289439111474341e-07,trending,0.16966721713119315,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-03,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.2312944125353038,0.903492849518813,0.00017362032966787366,0.09633353015151913,volatile_breakdown,0.903492849518813,mean_reverting,0.00017362032966787366,trending,0.09633353015151913,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-06,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-1.1175948958897943,0.9868856122031723,6.619797934836413e-05,0.013048189817479404,volatile_breakdown,0.9868856122031723,mean_reverting,6.619797934836413e-05,trending,0.013048189817479404,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-07,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.9335883637260527,0.9972882885210286,7.318274814872785e-07,0.0027109796514899163,volatile_breakdown,0.9972882885210286,mean_reverting,7.318274814872785e-07,trending,0.0027109796514899163,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-08,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-1.986235552916548,0.9999842564750402,3.0810739262333846e-09,1.5740443885829882e-05,volatile_breakdown,0.9999842564750402,mean_reverting,3.0810739262333846e-09,trending,1.5740443885829882e-05,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-09,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,3.061114014624472,0.9999804867323382,1.8393467571548554e-16,1.951326766157159e-05,volatile_breakdown,0.9999804867323382,mean_reverting,1.8393467571548554e-16,trending,1.951326766157159e-05,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-10,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-1.6678077785729193,0.9999750671173414,2.5444446710008264e-09,2.493033821389096e-05,volatile_breakdown,0.9999750671173414,mean_reverting,2.5444446710008264e-09,trending,2.493033821389096e-05,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-13,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-1.2899683465645133,0.9997172482170803,1.228620333459e-07,0.00028262892088638466,volatile_breakdown,0.9997172482170803,mean_reverting,1.228620333459e-07,trending,0.00028262892088638466,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-14,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,1.0537949191417224,0.9970651539142223,1.5300571108847335e-08,0.0029348307852065064,volatile_breakdown,0.9970651539142223,mean_reverting,1.5300571108847335e-08,trending,0.0029348307852065064,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-15,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-1.8381980735865997,0.9999032652210884,3.760762528796765e-07,9.635870265865331e-05,volatile_breakdown,0.9999032652210884,mean_reverting,3.760762528796765e-07,trending,9.635870265865331e-05,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-16,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.4863896189420684,0.9972617779726818,4.890038729647966e-06,0.0027333319885885898,volatile_breakdown,0.9972617779726818,mean_reverting,4.890038729647966e-06,trending,0.0027333319885885898,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-17,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.125976703800278,0.9955162681078034,9.426666412937826e-06,0.0044743052257837776,volatile_breakdown,0.9955162681078034,mean_reverting,9.426666412937826e-06,trending,0.0044743052257837776,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-20,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,3.399575643057069,0.9975763258112631,2.4526146009319336e-11,0.0024236741642107446,volatile_breakdown,0.9975763258112631,mean_reverting,2.4526146009319336e-11,trending,0.0024236741642107446,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-21,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.33836824070278904,0.7911726942962648,0.0037004586692842793,0.20512684703445097,volatile_breakdown,0.7911726942962648,mean_reverting,0.0037004586692842793,trending,0.20512684703445097,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-22,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.25662683070153586,0.7102738870538737,0.03273600368840534,0.2569901092577208,volatile_breakdown,0.7102738870538737,mean_reverting,0.03273600368840534,trending,0.2569901092577208,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-23,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.9976762506437287,0.6796278904265446,0.05902550660477067,0.26134660296868467,volatile_breakdown,0.6796278904265446,mean_reverting,0.05902550660477067,trending,0.26134660296868467,0,volatile_breakdown,0,volatile_breakdown,-242.60185321667203,3
2023-03-24,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.26544445367351177,0.491963477241079,0.06760491933576866,0.44043160342315246,volatile_breakdown,0.491963477241079,mean_reverting,0.06760491933576866,trending,0.44043160342315246,0,volatile_breakdown,2,trending,-242.60185321667203,3
2023-03-27,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,-0.5628425536996016,0.4043402662722975,0.07366813641097253,0.52199159731673,volatile_breakdown,0.4043402662722975,mean_reverting,0.07366813641097253,trending,0.52199159731673,2,trending,2,trending,-242.60185321667203,3
2023-03-28,AAPL_QQQ_XLK,gaussian_hmm,gaussian_hmm,residual_z_score,0.18459456575603328,0.25016333349465464,0.050201036888317,0.6996356296170284,volatile_breakdown,0.25016333349465464,mean_reverting,0.050201036888317,trending,0.6996356296170284,2,trending,2,trending,-242.60185321667203,3
